"orig_trial","soa","Xloc","RT","trial_nr","target_loc","gaze_dir","resp_dir","cond","congr","correct","su"
8,100,510,459.73,46,"Right","Left","Right","Head shift","Incongruent",1,"su15"
44,100,510,300.79,47,"Right","Right","Right","Head shift","Congruent",1,"su15"
92,100,510,333.7,48,"Right","Right","Right","Head shift","Congruent",1,"su15"
93,500,510,410.74,49,"Left","Right","Left","Head shift","Incongruent",1,"su15"
46,500,510,323.95,50,"Right","Right","Right","Head shift","Congruent",1,"su15"
36,900,510,514.65,51,"Right","Left","Right","Head shift","Incongruent",1,"su15"
34,500,510,351.32,52,"Right","Left","Right","Head shift","Incongruent",1,"su15"
94,500,510,367.15,53,"Right","Right","Right","Head shift","Congruent",1,"su15"
12,900,510,359.72,54,"Right","Left","Right","Head shift","Incongruent",1,"su15"
59,900,510,519.37,55,"Left","Left","Left","Head shift","Congruent",1,"su15"
24,900,510,302.69,56,"Right","Right","Right","Head shift","Congruent",1,"su15"
66,900,510,356.9,57,"Right","Right","Right","Gaze shift","Congruent",1,"su15"
56,100,510,541.07,58,"Right","Left","Right","Head shift","Incongruent",1,"su15"
78,900,510,303.8,59,"Right","Left","Right","Gaze shift","Incongruent",1,"su15"
45,500,510,541.88,60,"Left","Right","Left","Head shift","Incongruent",1,"su15"
39,500,510,417.28,61,"Left","Right","Left","Gaze shift","Incongruent",1,"su15"
72,900,510,334.79,62,"Right","Right","Right","Head shift","Congruent",1,"su15"
60,900,510,404.38,63,"Right","Left","Right","Head shift","Incongruent",1,"su15"
35,900,510,398.66,64,"Left","Left","Left","Head shift","Congruent",1,"su15"
90,900,510,318.35,65,"Right","Right","Right","Gaze shift","Congruent",1,"su15"
43,100,510,545.49,66,"Left","Right","Left","Head shift","Incongruent",1,"su15"
81,500,510,363.44,67,"Left","Left","Left","Head shift","Congruent",1,"su15"
15,500,510,459.92,68,"Left","Right","Left","Gaze shift","Incongruent",1,"su15"
95,900,510,442.09,69,"Left","Right","Left","Head shift","Incongruent",1,"su15"
4,500,510,459.52,70,"Right","Left","Right","Gaze shift","Incongruent",1,"su15"
2,100,510,533.5,71,"Right","Left","Right","Gaze shift","Incongruent",1,"su15"
22,500,510,333.13,72,"Right","Right","Right","Head shift","Congruent",1,"su15"
96,900,510,464.72,73,"Right","Right","Right","Head shift","Congruent",1,"su15"
32,100,510,691.83,74,"Right","Left","Right","Head shift","Incongruent",1,"su15"
14,100,510,323.18,75,"Right","Right","Right","Gaze shift","Congruent",1,"su15"
13,100,510,295.68,76,"Left","Right","Right","Gaze shift","Incongruent",0,"su15"
5,900,510,402.77,77,"Left","Left","Left","Gaze shift","Congruent",1,"su15"
70,500,510,321.98,78,"Right","Right","Right","Head shift","Congruent",1,"su15"
47,900,510,334.89,79,"Left","Right","Left","Head shift","Incongruent",1,"su15"
71,900,510,412.43,80,"Left","Right","Left","Head shift","Incongruent",1,"su15"
77,900,510,424.72,81,"Left","Left","Left","Gaze shift","Congruent",1,"su15"
65,900,510,404.94,82,"Left","Right","Left","Gaze shift","Incongruent",1,"su15"
57,500,510,398.88,83,"Left","Left","Left","Head shift","Congruent",1,"su15"
76,500,510,488.17,84,"Right","Left","Right","Gaze shift","Incongruent",1,"su15"
86,100,510,442.18,85,"Right","Right","Right","Gaze shift","Congruent",1,"su15"
50,100,510,353.85,86,"Right","Left","Right","Gaze shift","Incongruent",1,"su15"
17,900,510,385.58,87,"Left","Right","Left","Gaze shift","Incongruent",1,"su15"
54,900,510,345.71,88,"Right","Left","Right","Gaze shift","Incongruent",1,"su15"
41,900,510,387.68,89,"Left","Right","Left","Gaze shift","Incongruent",1,"su15"
82,500,510,403.4,90,"Right","Left","Right","Head shift","Incongruent",1,"su15"
26,100,510,459.12,91,"Right","Left","Right","Gaze shift","Incongruent",1,"su15"
55,100,510,478,92,"Left","Left","Left","Head shift","Congruent",1,"su15"
68,100,510,326.53,93,"Right","Right","Right","Head shift","Congruent",1,"su15"
19,100,510,475.73,94,"Left","Right","Left","Head shift","Incongruent",1,"su15"
85,100,510,427.38,95,"Left","Right","Left","Gaze shift","Incongruent",1,"su15"
87,500,510,317.93,96,"Left","Right","Left","Gaze shift","Incongruent",1,"su15"
20,100,510,456.71,1,"Right","Right","Right","Head shift","Congruent",1,"su16"
94,500,510,437.96,2,"Right","Right","Right","Head shift","Congruent",1,"su16"
8,100,510,666.88,3,"Right","Left","Right","Head shift","Incongruent",1,"su16"
45,500,510,511.71,4,"Left","Right","Left","Head shift","Incongruent",1,"su16"
91,100,510,464.24,5,"Left","Right","Left","Head shift","Incongruent",1,"su16"
86,100,510,382.99,6,"Right","Right","Right","Gaze shift","Congruent",1,"su16"
43,100,510,412.11,7,"Left","Right","Left","Head shift","Incongruent",1,"su16"
34,500,510,350.64,8,"Right","Left","Right","Head shift","Incongruent",1,"su16"
65,900,510,284.26,9,"Left","Right","Left","Gaze shift","Incongruent",1,"su16"
9,500,510,432.16,10,"Left","Left","Left","Head shift","Congruent",1,"su16"
36,900,510,309.24,11,"Right","Left","Right","Head shift","Incongruent",1,"su16"
74,100,510,496.15,12,"Right","Left","Right","Gaze shift","Incongruent",1,"su16"
19,100,510,452.08,13,"Left","Right","Left","Head shift","Incongruent",1,"su16"
80,100,510,382.81,14,"Right","Left","Right","Head shift","Incongruent",1,"su16"
96,900,510,290.17,15,"Right","Right","Right","Head shift","Congruent",1,"su16"
66,900,510,309.41,16,"Right","Right","Right","Gaze shift","Congruent",1,"su16"
52,500,510,397.93,17,"Right","Left","Right","Gaze shift","Incongruent",1,"su16"
71,900,510,380.03,18,"Left","Right","Left","Head shift","Incongruent",1,"su16"
77,900,510,368.25,19,"Left","Left","Left","Gaze shift","Congruent",1,"su16"
79,100,510,440.09,20,"Left","Left","Left","Head shift","Congruent",1,"su16"
33,500,510,323.95,21,"Left","Left","Left","Head shift","Congruent",1,"su16"
60,900,510,264.08,22,"Right","Left","Right","Head shift","Incongruent",1,"su16"
87,500,510,352.87,23,"Left","Right","Left","Gaze shift","Incongruent",1,"su16"
6,900,510,310.9,24,"Right","Left","Right","Gaze shift","Incongruent",1,"su16"
62,100,510,599.87,25,"Right","Right","Right","Gaze shift","Congruent",1,"su16"
30,900,510,344.53,26,"Right","Left","Right","Gaze shift","Incongruent",1,"su16"
67,100,510,441.78,27,"Left","Right","Left","Head shift","Incongruent",1,"su16"
39,500,510,345.02,28,"Left","Right","Left","Gaze shift","Incongruent",1,"su16"
59,900,510,352.55,29,"Left","Left","Left","Head shift","Congruent",1,"su16"
82,500,510,406.66,30,"Right","Left","Right","Head shift","Incongruent",1,"su16"
49,100,510,394.15,31,"Left","Left","Left","Gaze shift","Congruent",1,"su16"
92,100,510,508.01,32,"Right","Right","Right","Head shift","Congruent",1,"su16"
68,100,510,360.08,33,"Right","Right","Right","Head shift","Congruent",1,"su16"
95,900,510,311.16,34,"Left","Right","Left","Head shift","Incongruent",1,"su16"
72,900,510,253.93,35,"Right","Right","Right","Head shift","Congruent",1,"su16"
83,900,510,434.22,36,"Left","Left","Left","Head shift","Congruent",1,"su16"
17,900,510,439.63,37,"Left","Right","Left","Gaze shift","Incongruent",1,"su16"
89,900,510,325.39,38,"Left","Right","Left","Gaze shift","Incongruent",1,"su16"
70,500,510,412.76,39,"Right","Right","Right","Head shift","Congruent",1,"su16"
54,900,510,388.27,40,"Right","Left","Right","Gaze shift","Incongruent",1,"su16"
69,500,510,441,41,"Left","Right","Left","Head shift","Incongruent",1,"su16"
18,900,510,271.54,42,"Right","Right","Right","Gaze shift","Congruent",1,"su16"
84,900,510,308.33,43,"Right","Left","Right","Head shift","Incongruent",1,"su16"
42,900,510,280.01,44,"Right","Right","Right","Gaze shift","Congruent",1,"su16"
76,500,510,383.65,45,"Right","Left","Right","Gaze shift","Incongruent",1,"su16"
5,900,510,255.59,46,"Left","Left","Left","Gaze shift","Congruent",1,"su16"
58,500,510,403.57,47,"Right","Left","Right","Head shift","Incongruent",1,"su16"
40,500,510,333.77,48,"Right","Right","Right","Gaze shift","Congruent",1,"su16"
38,100,510,508.26,49,"Right","Right","Right","Gaze shift","Congruent",1,"su16"
14,100,510,341.83,50,"Right","Right","Right","Gaze shift","Congruent",1,"su16"
31,100,510,436.12,51,"Left","Left","Left","Head shift","Congruent",1,"su16"
46,500,510,291.95,52,"Right","Right","Right","Head shift","Congruent",1,"su16"
7,100,510,804.91,53,"Left","Left","Left","Head shift","Congruent",1,"su16"
37,100,510,473.32,54,"Left","Right","Left","Gaze shift","Incongruent",1,"su16"
4,500,510,351.25,55,"Right","Left","Right","Gaze shift","Incongruent",1,"su16"
85,100,510,532.38,56,"Left","Right","Left","Gaze shift","Incongruent",1,"su16"
10,500,510,303.02,57,"Right","Left","Right","Head shift","Incongruent",1,"su16"
21,500,510,364.23,58,"Left","Right","Left","Head shift","Incongruent",1,"su16"
64,500,510,344.82,59,"Right","Right","Right","Gaze shift","Congruent",1,"su16"
41,900,510,334.88,60,"Left","Right","Left","Gaze shift","Incongruent",1,"su16"
23,900,510,390.16,61,"Left","Right","Left","Head shift","Incongruent",1,"su16"
2,100,510,359.9,62,"Right","Left","Right","Gaze shift","Incongruent",1,"su16"
73,100,510,438.01,63,"Left","Left","Left","Gaze shift","Congruent",1,"su16"
25,100,510,352.59,64,"Left","Left","Left","Gaze shift","Congruent",1,"su16"
48,900,510,223.73,65,"Right","Right","Right","Head shift","Congruent",1,"su16"
24,900,510,354.05,66,"Right","Right","Right","Head shift","Congruent",1,"su16"
11,900,510,267.28,67,"Left","Left","Left","Head shift","Congruent",1,"su16"
28,500,510,472.86,68,"Right","Left","Right","Gaze shift","Incongruent",1,"su16"
75,500,510,352.59,69,"Left","Left","Left","Gaze shift","Congruent",1,"su16"
32,100,510,397.2,70,"Right","Left","Right","Head shift","Incongruent",1,"su16"
44,100,510,461.33,71,"Right","Right","Right","Head shift","Congruent",1,"su16"
93,500,510,316.22,72,"Left","Right","Left","Head shift","Incongruent",1,"su16"
53,900,510,535.21,73,"Left","Left","Left","Gaze shift","Congruent",1,"su16"
57,500,510,437.48,74,"Left","Left","Left","Head shift","Congruent",1,"su16"
51,500,510,339.21,75,"Left","Left","Left","Gaze shift","Congruent",1,"su16"
27,500,510,357.23,76,"Left","Left","Left","Gaze shift","Congruent",1,"su16"
16,500,510,335.36,77,"Right","Right","Right","Gaze shift","Congruent",1,"su16"
90,900,510,362.02,78,"Right","Right","Right","Gaze shift","Congruent",1,"su16"
50,100,510,426.2,79,"Right","Left","Right","Gaze shift","Incongruent",1,"su16"
55,100,510,428.41,80,"Left","Left","Left","Head shift","Congruent",1,"su16"
12,900,510,291.03,81,"Right","Left","Right","Head shift","Incongruent",1,"su16"
61,100,510,482.75,82,"Left","Right","Left","Gaze shift","Incongruent",1,"su16"
78,900,510,312.6,83,"Right","Left","Right","Gaze shift","Incongruent",1,"su16"
15,500,510,480.02,84,"Left","Right","Left","Gaze shift","Incongruent",1,"su16"
63,500,510,657.94,85,"Left","Right","Left","Gaze shift","Incongruent",1,"su16"
88,500,510,325.54,86,"Right","Right","Right","Gaze shift","Congruent",1,"su16"
3,500,510,402.52,87,"Left","Left","Left","Gaze shift","Congruent",1,"su16"
47,900,510,390.43,88,"Left","Right","Left","Head shift","Incongruent",1,"su16"
56,100,510,420.69,89,"Right","Left","Right","Head shift","Incongruent",1,"su16"
35,900,510,291.49,90,"Left","Left","Left","Head shift","Congruent",1,"su16"
22,500,510,345.03,91,"Right","Right","Right","Head shift","Congruent",1,"su16"
81,500,510,253.8,92,"Left","Left","Left","Head shift","Congruent",1,"su16"
29,900,510,384.61,93,"Left","Left","Left","Gaze shift","Congruent",1,"su16"
26,100,510,357.45,94,"Right","Left","Right","Gaze shift","Incongruent",1,"su16"
13,100,510,409.61,95,"Left","Right","Left","Gaze shift","Incongruent",1,"su16"
1,100,510,402.39,96,"Left","Left","Left","Gaze shift","Congruent",1,"su16"
14,100,510,546.91,1,"Right","Right","Right","Gaze shift","Congruent",1,"su16"
39,500,510,287.83,2,"Left","Right","Left","Gaze shift","Incongruent",1,"su16"
52,500,510,332.15,3,"Right","Left","Right","Gaze shift","Incongruent",1,"su16"
35,900,510,324.12,4,"Left","Left","Left","Head shift","Congruent",1,"su16"
26,100,510,372.08,5,"Right","Left","Right","Gaze shift","Incongruent",1,"su16"
1,100,510,387.57,6,"Left","Left","Left","Gaze shift","Congruent",1,"su16"
59,900,510,340.89,7,"Left","Left","Left","Head shift","Congruent",1,"su16"
71,900,510,397.65,8,"Left","Right","Left","Head shift","Incongruent",1,"su16"
88,500,510,349.36,9,"Right","Right","Right","Gaze shift","Congruent",1,"su16"
34,500,510,370.26,10,"Right","Left","Right","Head shift","Incongruent",1,"su16"
82,500,510,375.48,11,"Right","Left","Right","Head shift","Incongruent",1,"su16"
29,900,510,320.81,12,"Left","Left","Left","Gaze shift","Congruent",1,"su16"
5,900,510,387.01,13,"Left","Left","Left","Gaze shift","Congruent",1,"su16"
65,900,510,345.04,14,"Left","Right","Left","Gaze shift","Incongruent",1,"su16"
48,900,510,342.58,15,"Right","Right","Right","Head shift","Congruent",1,"su16"
43,100,510,507.94,16,"Left","Right","Left","Head shift","Incongruent",1,"su16"
53,900,510,292.37,17,"Left","Left","Left","Gaze shift","Congruent",1,"su16"
10,500,510,385.23,18,"Right","Left","Right","Head shift","Incongruent",1,"su16"
66,900,510,366.45,19,"Right","Right","Right","Gaze shift","Congruent",1,"su16"
54,900,510,416.63,20,"Right","Left","Right","Gaze shift","Incongruent",1,"su16"
56,100,510,649.49,21,"Right","Left","Right","Head shift","Incongruent",1,"su16"
91,100,510,406.36,22,"Left","Right","Left","Head shift","Incongruent",1,"su16"
37,100,510,589.68,23,"Left","Right","Left","Gaze shift","Incongruent",1,"su16"
2,100,510,409.04,24,"Right","Left","Right","Gaze shift","Incongruent",1,"su16"
72,900,510,411.12,25,"Right","Right","Right","Head shift","Congruent",1,"su16"
96,900,510,348.23,26,"Right","Right","Right","Head shift","Congruent",1,"su16"
84,900,510,395.09,27,"Right","Left","Right","Head shift","Incongruent",1,"su16"
36,900,510,416.11,28,"Right","Left","Right","Head shift","Incongruent",1,"su16"
32,100,510,545.46,29,"Right","Left","Right","Head shift","Incongruent",1,"su16"
67,100,510,421.56,30,"Left","Right","Left","Head shift","Incongruent",1,"su16"
73,100,510,434.04,31,"Left","Left","Left","Gaze shift","Congruent",1,"su16"
11,900,510,311.32,32,"Left","Left","Left","Head shift","Congruent",1,"su16"
93,500,510,367.33,33,"Left","Right","Left","Head shift","Incongruent",1,"su16"
9,500,510,306.92,34,"Left","Left","Left","Head shift","Congruent",1,"su16"
44,100,510,359.6,35,"Right","Right","Right","Head shift","Congruent",1,"su16"
95,900,510,276.59,36,"Left","Right","Left","Head shift","Incongruent",1,"su16"
46,500,510,454.71,37,"Right","Right","Right","Head shift","Congruent",1,"su16"
25,100,510,418.33,38,"Left","Left","Left","Gaze shift","Congruent",1,"su16"
87,500,510,345.41,39,"Left","Right","Left","Gaze shift","Incongruent",1,"su16"
30,900,510,392.13,40,"Right","Left","Right","Gaze shift","Incongruent",1,"su16"
70,500,510,353.92,41,"Right","Right","Right","Head shift","Congruent",1,"su16"
83,900,510,301.64,42,"Left","Left","Left","Head shift","Congruent",1,"su16"
49,100,510,440.47,43,"Left","Left","Left","Gaze shift","Congruent",1,"su16"
85,100,510,503.45,44,"Left","Right","Left","Gaze shift","Incongruent",1,"su16"
28,500,510,389.36,45,"Right","Left","Right","Gaze shift","Incongruent",1,"su16"
74,100,510,427.52,46,"Right","Left","Right","Gaze shift","Incongruent",1,"su16"
27,500,510,357.78,47,"Left","Left","Left","Gaze shift","Congruent",1,"su16"
78,900,510,499.88,48,"Right","Left","Right","Gaze shift","Incongruent",1,"su16"
68,100,510,453.03,49,"Right","Right","Right","Head shift","Congruent",1,"su16"
76,500,510,397.64,50,"Right","Left","Right","Gaze shift","Incongruent",1,"su16"
19,100,510,409.12,51,"Left","Right","Left","Head shift","Incongruent",1,"su16"
31,100,510,380.88,52,"Left","Left","Left","Head shift","Congruent",1,"su16"
42,900,510,457.5,53,"Right","Right","Right","Gaze shift","Congruent",1,"su16"
18,900,510,394.8,54,"Right","Right","Right","Gaze shift","Congruent",1,"su16"
50,100,510,453.35,55,"Right","Left","Right","Gaze shift","Incongruent",1,"su16"
77,900,510,457.7,56,"Left","Left","Left","Gaze shift","Congruent",1,"su16"
12,900,510,462.86,57,"Right","Left","Right","Head shift","Incongruent",1,"su16"
21,500,510,639.62,58,"Left","Right","Left","Head shift","Incongruent",1,"su16"
17,900,510,424.79,59,"Left","Right","Left","Gaze shift","Incongruent",1,"su16"
94,500,510,380.19,60,"Right","Right","Right","Head shift","Congruent",1,"su16"
86,100,510,550.74,61,"Right","Right","Right","Gaze shift","Congruent",1,"su16"
80,100,510,443.66,62,"Right","Left","Right","Head shift","Incongruent",1,"su16"
15,500,510,356.74,63,"Left","Right","Left","Gaze shift","Incongruent",1,"su16"
90,900,510,308.02,64,"Right","Right","Right","Gaze shift","Congruent",1,"su16"
40,500,510,413.33,65,"Right","Right","Right","Gaze shift","Congruent",1,"su16"
33,500,510,277.37,66,"Left","Left","Left","Head shift","Congruent",1,"su16"
13,100,510,442.96,67,"Left","Right","Left","Gaze shift","Incongruent",1,"su16"
41,900,510,372.38,68,"Left","Right","Left","Gaze shift","Incongruent",1,"su16"
6,900,510,360.18,69,"Right","Left","Right","Gaze shift","Incongruent",1,"su16"
79,100,510,663.6,70,"Left","Left","Left","Head shift","Congruent",1,"su16"
3,500,510,330.1,71,"Left","Left","Left","Gaze shift","Congruent",1,"su16"
63,500,510,454.89,72,"Left","Right","Left","Gaze shift","Incongruent",1,"su16"
7,100,510,545.28,73,"Left","Left","Left","Head shift","Congruent",1,"su16"
89,900,510,314.42,74,"Left","Right","Left","Gaze shift","Incongruent",1,"su16"
92,100,510,432.34,75,"Right","Right","Right","Head shift","Congruent",1,"su16"
60,900,510,384.19,76,"Right","Left","Right","Head shift","Incongruent",1,"su16"
51,500,510,402.84,77,"Left","Left","Left","Gaze shift","Congruent",1,"su16"
45,500,510,389.14,78,"Left","Right","Left","Head shift","Incongruent",1,"su16"
23,900,510,408.08,79,"Left","Right","Left","Head shift","Incongruent",1,"su16"
16,500,510,421.34,80,"Right","Right","Right","Gaze shift","Congruent",1,"su16"
81,500,510,332.47,81,"Left","Left","Left","Head shift","Congruent",1,"su16"
8,100,510,427.41,82,"Right","Left","Right","Head shift","Incongruent",1,"su16"
4,500,510,442.19,83,"Right","Left","Right","Gaze shift","Incongruent",1,"su16"
61,100,510,330.23,84,"Left","Right","Left","Gaze shift","Incongruent",1,"su16"
57,500,510,364.26,85,"Left","Left","Left","Head shift","Congruent",1,"su16"
